NC_000913.3	96001	97084	0|71|Phospho-N-acetylmuramoyl-pentapeptide-_transferase	mraY	0	+
NC_000913.3	97086	98403	0|72|UDP-N-acetylmuramoylalanine--D-glutamate_ligase	murD	0	+
NC_000913.3	98402	99647	0|73|putative_peptidoglycan_glycosyltransferase_FtsW	ftsW	0	+
NC_000913.3	99643	100711	0|74|UDP-N-acetylglucosamine--N-acetylmuramyl-_(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase	murG	0	+
NC_000913.3	100764	102240	0|75|UDP-N-acetylmuramate--L-alanine_ligase	murC	0	+
NC_000913.3	102232	103153	0|76|D-alanine--D-alanine_ligase_B	ddlB	0	+
NC_000913.3	103154	103985	0|77|Cell_division_protein_FtsQ	ftsQ	0	+
NC_000913.3	103981	105244	0|78|Cell_division_protein_FtsA	ftsA_1	0	+
NC_000913.3	105304	106456	0|79|Cell_division_protein_FtsZ	ftsZ	0	+
NC_000913.3	106556	107474	0|80|UDP-3-O-acyl-N-acetylglucosamine_deacetylase	lpxC	0	+
NC_000913.3	107629	108217	0|81|Secretion_monitor	secM	0	+
NC_000913.3	108278	110984	0|82|Protein_translocase_subunit_SecA	secA	0	+
NC_000913.3	111043	111433	0|83|8-oxo-dGTP_diphosphatase	mutT	0	+
NC_000913.3	111648	111846	0|84|DNA_gyrase_inhibitor_YacG	yacG	0	-
NC_000913.3	111855	112599	0|85|Cell_division_protein_ZapD	zapD	0	-
NC_000913.3	112598	113219	0|86|Dephospho-CoA_kinase	coaE	0	-
NC_000913.3	113443	114487	0|87|GMP_reductase	guaC	0	+
NC_000913.3	114521	115724	0|88|Type_II_secretion_system_protein_F	epsF	0	-
NC_000913.3	115713	117099	0|89|Type_II_secretion_system_protein_E	epsE	0	-
NC_000913.3	117108	117549	0|90|Fimbrial_protein	pilE1	0	-
NC_000913.3	117751	118645	0|91|Nicotinate-nucleotide_pyrophosphorylase_[carboxylating]	nadC	0	-
NC_000913.3	118732	119284	0|92|1,6-anhydro-N-acetylmuramyl-L-alanine_amidase_AmpD	ampD	0	+
NC_000913.3	120177	121548	0|93|Aromatic_amino_acid_transport_protein_AroP	aroP	0	-
NC_000913.3	122091	122856	0|94|Pyruvate_dehydrogenase_complex_repressor	pdhR_1	0	+
NC_000913.3	123016	125680	0|95|Pyruvate_dehydrogenase_E1_component	aceE	0	+
NC_000913.3	125694	127587	0|96|Dihydrolipoyllysine-residue_acetyltransferase_component_of_pyruvate_dehydrogenase_complex	aceF	0	+
NC_000913.3	127911	129336	0|97|Dihydrolipoyl_dehydrogenase	lpdA	0	+
NC_000913.3	131614	134212	0|98|Aconitate_hydratase_B	acnB	0	+
NC_000913.3	134787	135582	0|99|S-adenosylmethionine_decarboxylase_proenzyme	speD	0	-
NC_000913.3	135597	136464	0|100|Polyamine_aminopropyltransferase	speE	0	-
NC_000913.3	137082	138633	0|101|Blue_copper_oxidase_CueO	cueO	0	+
NC_000913.3	138834	141225	0|102|Quinoprotein_glucose_dehydrogenase	gcd	0	-
NC_000913.3	141430	141967	0|103|Hypoxanthine_phosphoribosyltransferase	hpt	0	+
NC_000913.3	142007	142670	0|104|Carbonic_anhydrase_2	can	0	-
NC_000913.3	142778	143705	0|105|Daunorubicin/doxorubicin_resistance_ATP-binding_protein_DrrA	drrA	0	+
NC_000913.3	143701	144472	0|106|Inner_membrane_transport_permease_YadH	yadH	0	+
NC_000913.3	144576	145017	0|107|PTS_system_mannose-specific_EIIAB_component	manX_1	0	+
NC_000913.3	145080	146310	0|108|Poly-beta-1,6-N-acetyl-D-glucosamine_N-deacetylase	icaB	0	+
NC_000913.3	146313	146694	0|109|Aspartate_1-decarboxylase	panD	0	-
NC_000913.3	147943	148795	0|110|Pantothenate_synthetase	panC	0	-
NC_000913.3	148806	149601	0|111|3-methyl-2-oxobutanoate_hydroxymethyltransferase	panB	0	-
NC_000913.3	149714	150953	0|112|putative_fimbrial-like_protein_YadC	yadC	0	-
NC_000913.3	151002	151599	0|113|putative_fimbrial-like_protein_YadK	yadK	0	-
NC_000913.3	151625	152231	0|114|putative_fimbrial-like_protein_YadL	yadL	0	-
NC_000913.3	152242	152812	0|115|putative_fimbrial-like_protein_YadM	yadM	0	-
NC_000913.3	152828	155426	0|116|Outer_membrane_usher_protein_HtrE	htrE	0	-
NC_000913.3	155460	156201	0|117|putative_fimbrial_chaperone_YadV	yadV	0	-
NC_000913.3	156298	156883	0|118|putative_fimbrial-like_protein_YadN	yadN	0	-
NC_000913.3	157252	157732	0|119|2-amino-4-hydroxy-6-_hydroxymethyldihydropteridine_pyrophosphokinase	folK	0	-
NC_000913.3	157728	159093	0|120|Poly(A)_polymerase_I	pcnB	0	-
NC_000913.3	159185	160112	0|121|Glutamyl-Q_tRNA(Asp)_synthetase	gluQ	0	-
NC_000913.3	160148	160604	0|122|RNA_polymerase-binding_transcription_factor_DksA	dksA	0	-
NC_000913.3	160781	161486	0|123|Sugar_fermentation_stimulation_protein_A	sfsA	0	-
NC_000913.3	161500	162031	0|124|RNA_2',3'-cyclic_phosphodiesterase	thpR	0	-
NC_000913.3	162104	164534	0|125|ATP-dependent_RNA_helicase_SrmB	srmB_1	0	+
NC_000913.3	164729	167264	0|126|Penicillin-binding_protein_1B	mrcB	0	+
NC_000913.3	167483	169727	0|127|Ferrichrome-iron_receptor	fhuA	0	+
NC_000913.3	169777	170575	0|128|Iron(3+)-hydroxamate_import_ATP-binding_protein_FhuC	fhuC	0	+
NC_000913.3	170574	171465	0|129|Iron(3+)-hydroxamate-binding_protein_FhuD	fhuD	0	+
NC_000913.3	171461	173444	0|130|Iron(3+)-hydroxamate_import_system_permease_protein_FhuB	fhuB	0	+
NC_000913.3	173601	174882	0|131|Glutamate-1-semialdehyde_2,1-aminomutase	hemL	0	-
NC_000913.3	175106	176528	0|132|H(+)/Cl(-)_exchange_transporter_ClcA	clcA	0	+
NC_000913.3	176609	176954	0|133|Iron-sulfur_cluster_insertion_protein_ErpA	erpA	0	+
NC_000913.3	177661	178462	0|134|Vitamin_B12-binding_protein	btuF	0	-
NC_000913.3	178454	179153	0|135|5'-methylthioadenosine/S-adenosylhomocysteine_nucleosidase	mtnN	0	-
NC_000913.3	179236	180754	0|136|Deoxyguanosinetriphosphate_triphosphohydrolase	dgt	0	+
NC_000913.3	180883	182308	0|137|Periplasmic_serine_endoprotease_DegP	degP	0	+
NC_000913.3	182462	183620	0|138|Carbohydrate_diacid_regulator	cdaR	0	+
NC_000913.3	185122	185947	0|139|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate_N-succinyltransferase	dapD	0	-
NC_000913.3	185977	188650	0|140|Bifunctional_uridylyltransferase/uridylyl-removing_enzyme	glnD	0	-
NC_000913.3	188711	189506	0|141|Methionine_aminopeptidase	map	0	-
NC_000913.3	189873	190599	0|142|30S_ribosomal_protein_S2	rpsB	0	+
NC_000913.3	190856	191708	0|143|Elongation_factor_Ts	tsf	0	+
NC_000913.3	191854	192580	0|144|Uridylate_kinase	pyrH	0	+
NC_000913.3	192871	193429	0|145|Ribosome-recycling_factor	frr	0	+
NC_000913.3	193520	194717	0|146|1-deoxy-D-xylulose_5-phosphate_reductoisomerase	dxr	0	+
NC_000913.3	194905	195664	0|147|Ditrans,polycis-undecaprenyl-diphosphate_synthase_((2E,6E)-farnesyl-diphosphate_specific)	uppS	0	+
NC_000913.3	195784	196534	0|148|Phosphatidate_cytidylyltransferase	cdsA_1	0	+
NC_000913.3	196545	197898	0|149|Regulator_of_sigma-E_protease_RseP	rseP	0	+
NC_000913.3	197927	200360	0|150|Outer_membrane_protein_assembly_factor_BamA	bamA	0	+
NC_000913.3	200481	200967	0|151|Chaperone_protein_Skp	skp	0	+
NC_000913.3	200970	201996	0|152|UDP-3-O-(3-hydroxymyristoyl)glucosamine_N-acyltransferase	lpxD_1	0	+
NC_000913.3	202100	202556	0|153|3-hydroxyacyl-[acyl-carrier-protein]_dehydratase_FabZ	fabZ	0	+
NC_000913.3	202559	203348	0|154|Acyl-[acyl-carrier-protein]--UDP-N-_acetylglucosamine_O-acyltransferase	lpxA	0	+
NC_000913.3	203347	204496	0|155|Lipid-A-disaccharide_synthase	lpxB	0	+
NC_000913.3	204492	205089	0|156|Ribonuclease_HII	rnhB	0	+
NC_000913.3	205125	208608	0|157|DNA_polymerase_III_subunit_alpha	dnaE	0	+
NC_000913.3	208620	209580	0|158|Acetyl-coenzyme_A_carboxylase_carboxyl_transferase_subunit_alpha	accA	0	+
NC_000913.3	209678	211820	0|159|Constitutive_lysine_decarboxylase	ldcC	0	+
NC_000913.3	211876	212266	0|160|2-epi-5-epi-valiolone_epimerase	cetB	0	+
NC_000913.3	212330	213629	0|161|tRNA(Ile)-lysidine_synthase	tilS	0	+
NC_000913.3	214832	215255	0|162|Peptidyl-tRNA_hydrolase_ArfB	arfB	0	+
NC_000913.3	215268	215979	0|163|Lipoprotein_NlpE	nlpE	0	+
NC_000913.3	217056	218775	0|164|Proline--tRNA_ligase	proS_1	0	-
NC_000913.3	218886	219594	0|165|tRNA_(adenine(37)-N6)-methyltransferase	trmO	0	-
NC_000913.3	219590	219995	0|166|Outer_membrane_lipoprotein_RcsF	rcsF	0	-
NC_000913.3	220112	220928	0|167|D-methionine-binding_lipoprotein_MetQ	metQ	0	-
NC_000913.3	220967	221621	0|168|D-methionine_transport_system_permease_protein_MetI	metI	0	-
NC_000913.3	221613	222645	0|169|Methionine_import_ATP-binding_protein_MetN	metN	0	-
NC_000913.3	222832	223408	0|170|D-glycero-beta-D-manno-heptose-1,7-bisphosphate_7-phosphatase	gmhB	0	+
NC_000913.3	229166	229970	0|171|2,5-diketo-D-gluconic_acid_reductase_B	dkgB_1	0	+
NC_000913.3	229966	230881	0|172|HTH-type_transcriptional_regulator_DmlR	dmlR_1	0	-
NC_000913.3	231925	232549	0|173|putative_methyltransferase_YcgJ	ycgJ	0	+
NC_000913.3	232596	233817	0|174|Membrane-bound_lytic_murein_transglycosylase_D	mltD	0	-
NC_000913.3	234026	234782	0|175|Hydroxyacylglutathione_hydrolase_GloB	gloB	0	-
NC_000913.3	234815	235538	0|176|Ubiquinone/menaquinone_biosynthesis_C-methyltransferase_UbiE	ubiE_1	0	+
NC_000913.3	235534	236002	0|177|Ribonuclease_HI	rnhA	0	-
NC_000913.3	236057	236798	0|178|DNA_polymerase_III_subunit_epsilon	dnaQ	0	+
NC_000913.3	240369	240816	0|179|Inhibitor_of_vertebrate_lysozyme	ivy	0	+
NC_000913.3	240858	243303	0|180|Acyl-coenzyme_A_dehydrogenase	fadE	0	-
NC_000913.3	243542	244121	0|181|Phosphoheptose_isomerase	gmhA	0	+
NC_000913.3	244326	245094	0|182|Putative_glutamine_amidotransferase_YafJ	yafJ	0	+
NC_000913.3	245960	246239	0|183|mRNA_interferase_YafQ	yafQ	0	-
NC_000913.3	246241	246502	0|184|Antitoxin_DinJ	dinJ	0	-
NC_000913.3	246834	247461	0|185|Murein_DD-endopeptidase_MepH	mepH_1	0	+
NC_000913.3	247636	248134	0|186|REP-associated_tyrosine_transposase	rayT	0	+
NC_000913.3	248357	250097	0|187|Flagellar_biosynthesis_protein_FlhA	flhA_1	0	-
NC_000913.3	250191	250827	0|188|Chemotaxis_protein_LafU	lafU	0	+
NC_000913.3	250897	251953	0|189|DNA_polymerase_IV	dinB	0	+
NC_000913.3	252004	252298	0|190|Antitoxin_YafN	yafN	0	+
NC_000913.3	252300	252699	0|191|mRNA_interferase_YafO	yafO	0	+
NC_000913.3	252786	253161	0|192|putative_N-acetyltransferase_YafP	yafP	0	+
NC_000913.3	253701	254202	0|193|Peptide_chain_release_factor_2	prfB_1	0	+
NC_000913.3	254258	255716	0|194|Cytosol_non-specific_dipeptidase	pepD	0	-
NC_000913.3	255976	256435	0|195|Xanthine_phosphoribosyltransferase	gpt	0	+
NC_000913.3	258733	259006	0|196|Sigma_factor-binding_protein_Crl	crl	0	+
NC_000913.3	259044	260100	0|197|Outer_membrane_pore_protein_E	phoE	0	-
NC_000913.3	260387	261491	0|198|Glutamate_5-kinase	proB	0	+
NC_000913.3	261502	262756	0|199|Gamma-glutamyl_phosphate_reductase	proA	0	+
NC_000913.3	263327	263669	0|200|Toxin_YkfI	ykfI	0	-
NC_000913.3	263689	264007	0|201|Antitoxin_YafW	yafW	0	-
NC_000913.3	264747	265206	0|202|Antirestriction_protein_KlcA	klcA_1	0	-
NC_000913.3	266109	266967	0|203|Lipoprotein_YafY	yafY	0	-
NC_000913.3	268096	268960	0|204|GTPase_Era	era_1	0	-
NC_000913.3	269288	270182	0|205|HTH-type_transcriptional_regulator_PerR	perR_1	0	-
NC_000913.3	272846	273992	0|206|Group_II_intron-encoded_protein_LtrA	ltrA	0	+
NC_000913.3	275300	276728	0|207|Amino-acid_permease_RocC	rocC	0	+
NC_000913.3	276714	277647	0|208|Homocysteine_S-methyltransferase	mmuM	0	+
NC_000913.3	277755	278802	0|209|sn-glycerol-3-phosphate_import_ATP-binding_protein_UgpC	ugpC_1	0	-
NC_000913.3	280384	280735	0|210|Putative_antitoxin_YfjZ	yfjZ_1	0	-
NC_000913.3	282277	283186	0|211|putative_2-keto-3-deoxy-galactonate_aldolase_YagE	yagE_1	0	+
NC_000913.3	283200	285168	0|212|Dihydroxy-acid_dehydratase	ilvD_1	0	+
NC_000913.3	285394	286777	0|213|Inner_membrane_symporter_YicJ	yicJ_1	0	+
NC_000913.3	286788	288399	0|214|Beta-xylosidase	xynB	0	+
NC_000913.3	288403	289162	0|215|Transcriptional_regulator_KdgR	kdgR_1	0	-
NC_000913.3	289300	290305	0|216|Ornithine_carbamoyltransferase_subunit_F	argF_1	0	-
NC_000913.3	295695	297021	0|217|Tyrosine_recombinase_XerC	xerC_1	0	-
NC_000913.3	297380	297791	0|218|HTH-type_transcriptional_regulator_PgrR	pgrR_1	0	-
NC_000913.3	298735	300934	0|219|Putative_xanthine_dehydrogenase_YagR_molybdenum-binding_subunit	yagR	0	-
NC_000913.3	300930	301887	0|220|Putative_xanthine_dehydrogenase_YagS_FAD-binding_subunit	yagS	0	-
NC_000913.3	301883	302573	0|221|Putative_xanthine_dehydrogenase_YagT_iron-sulfur-binding_subunit	yagT	0	-
NC_000913.3	302990	303605	0|222|Inner_membrane_protein_YagU	yagU	0	+
NC_000913.3	304494	305205	0|223|putative_fimbrial_chaperone_EcpE	ecpE	0	-
NC_000913.3	305173	306817	0|224|Fimbria_adhesin_EcpD	ecpD	0	-
NC_000913.3	306806	309332	0|225|putative_outer_membrane_usher_protein_EcpC	ecpC	0	-
NC_000913.3	309357	310026	0|226|putative_fimbrial_chaperone_EcpB	ecpB	0	-
NC_000913.3	310083	310671	0|227|Common_pilus_major_fimbrillin_subunit_EcpA	ecpA	0	-
NC_000913.3	310745	311288	0|228|HTH-type_transcriptional_regulator_EcpR	ecpR_1	0	-
NC_000913.3	312373	312514	0|229|50S_ribosomal_protein_L36_2	ykgO	0	-
NC_000913.3	312513	312780	0|230|50S_ribosomal_protein_L31_type_B	ykgM	0	-
NC_000913.3	313140	313242	0|231|putative_membrane_protein_YkgR	ykgR	0	-
NC_000913.3	316449	317136	0|232|Right_origin-binding_protein	rob_1	0	-
NC_000913.3	317725	318319	0|233|Inner_membrane_protein_RclC	rclC	0	-
NC_000913.3	318675	320001	0|234|putative_pyridine_nucleotide-disulfide_oxidoreductase_RclA	rclA	0	-
NC_000913.3	320226	321081	0|235|RCS-specific_HTH-type_transcriptional_activator_RclR	rclR_1	0	+
NC_000913.3	321607	322327	0|236|Lactate_utilization_protein_A	lutA_1	0	+
NC_000913.3	322337	323765	0|237|Lactate_utilization_protein_B	lutB	0	+
NC_000913.3	323757	324453	0|238|Lactate_utilization_protein_C	lutC	0	+
NC_000913.3	325576	327247	0|239|Oxygen-dependent_choline_dehydrogenase	betA	0	-
NC_000913.3	327260	328733	0|240|NAD/NADP-dependent_betaine_aldehyde_dehydrogenase	betB	0	-
NC_000913.3	328746	329334	0|241|HTH-type_transcriptional_regulator_BetI	betI	0	-
NC_000913.3	329462	331496	0|242|High-affinity_choline_transport_protein	betT	0	+
NC_000913.3	332370	333459	0|243|Cyclic_di-GMP_phosphodiesterase_YahA	yahA_1	0	+
NC_000913.3	333500	334433	0|244|putative_HTH-type_transcriptional_regulator_YahB	yahB_1	0	-
NC_000913.3	336777	338325	0|245|Succinate--CoA_ligase_[ADP-forming]_subunit_alpha	sucD_1	0	+
NC_000913.3	340164	341115	0|246|Carbamate_kinase_2	arcC2_1	0	+
NC_000913.3	341124	342507	0|247|N-isopropylammelide_isopropyl_amidohydrolase	atzC	0	+
NC_000913.3	342883	343933	0|248|Aldehyde_reductase_YahK	yahK	0	+
NC_000913.3	345665	346298	0|249|Threonine_efflux_protein	rhtC_1	0	-
NC_000913.3	346483	346759	0|250|Multiple_stress_resistance_protein_BhsA	bhsA_1	0	+
NC_000913.3	346856	348443	0|251|Propionate_catabolism_operon_regulatory_protein	prpR	0	-
NC_000913.3	348681	349572	0|252|2-methylisocitrate_lyase	prpB	0	+
NC_000913.3	350011	351181	0|253|2-methylcitrate_synthase	prpC	0	+
NC_000913.3	351214	352666	0|254|2-methylcitrate_dehydratase	prpD	0	+
NC_000913.3	352705	354592	0|255|Acetyl-coenzyme_A_synthetase	acs_1	0	+
NC_000913.3	354921	356181	0|256|Cytosine_permease	codB	0	+
NC_000913.3	356170	357454	0|257|Cytosine_deaminase	codA	0	+
NC_000913.3	357790	358690	0|258|HTH-type_transcriptional_regulator_CynR	cynR_1	0	-
NC_000913.3	358798	359458	0|259|Carbonic_anhydrase_1	cynT	0	+
NC_000913.3	359488	359959	0|260|Cyanate_hydratase	cynS	0	+
NC_000913.3	359964	361146	0|261|putative_transporter_YycB	yycB	0	+
NC_000913.3	361248	361860	0|262|Galactoside_O-acetyltransferase	lacA_1	0	-
NC_000913.3	361925	363179	0|263|Lactose_permease	lacY	0	-
NC_000913.3	363230	366305	0|264|Beta-galactosidase	lacZ	0	-
NC_000913.3	366427	367519	0|265|Lactose_operon_repressor	lacI	0	-
NC_000913.3	367586	368420	0|266|DNA-binding_transcriptional_repressor_YiaJ	yiaJ_1	0	-
NC_000913.3	368610	370275	0|267|3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic_acid_hydroxylase	mhpA_1	0	+
NC_000913.3	370276	371221	0|268|2,3-dihydroxyphenylpropionate/2,_3-dihydroxicinnamic_acid_1,2-dioxygenase	mhpB	0	+
NC_000913.3	371238	372105	0|269|2-hydroxy-6-oxononadienedioate/2-hydroxy-6-_oxononatrienedioate_hydrolase	mhpC	0	+
NC_000913.3	372114	372924	0|270|2-keto-4-pentenoate_hydratase	mhpD	0	+
NC_000913.3	372920	373871	0|271|Acetaldehyde_dehydrogenase	mhpF	0	+
NC_000913.3	373867	374881	0|272|4-hydroxy-2-oxovalerate_aldolase	mhpE	0	+
NC_000913.3	375458	376670	0|273|3-(3-hydroxy-phenyl)propionate_transporter	mhpT	0	+
NC_000913.3	377534	378368	0|274|S-formylglutathione_hydrolase_FrmB	frmB	0	-
NC_000913.3	378461	379571	0|275|S-(hydroxymethyl)glutathione_dehydrogenase	frmA	0	-
NC_000913.3	379605	379881	0|276|Transcriptional_repressor_FrmR	frmR	0	-
NC_000913.3	380843	381287	0|277|UDP-3-O-(3-hydroxymyristoyl)glucosamine_N-acyltransferase	lpxD_2	0	-
NC_000913.3	382738	383935	0|278|Poly-beta-1,6-N-acetyl-D-glucosamine_synthase	icaA	0	-
NC_000913.3	384058	384616	0|279|N-acetyl-alpha-D-glucosaminyl_L-malate_deacetylase_1	bshB1	0	-
NC_000913.3	385231	386194	0|280|Taurine-binding_periplasmic_protein	tauA	0	+
NC_000913.3	386206	386974	0|281|Taurine_import_ATP-binding_protein_TauB	tauB	0	+
NC_000913.3	386970	387798	0|282|Putative_aliphatic_sulfonates_transport_permease_protein_SsuC	ssuC_1	0	+
NC_000913.3	387794	388646	0|283|Alpha-ketoglutarate-dependent_taurine_dioxygenase	tauD	0	+
NC_000913.3	388752	389727	0|284|Delta-aminolevulinic_acid_dehydratase	hemB	0	-
NC_000913.3	393020	394418	0|285|Pertactin_autotransporter	prn	0	+
NC_000913.3	395129	396287	0|286|D-alanyl-D-alanine-_carboxypeptidase/endopeptidase_AmpH	ampH	0	-
NC_000913.3	396638	397859	0|287|Peptide_antibiotic_transporter_SbmA	sbmA	0	+
NC_000913.3	399024	399333	0|288|Inner_membrane_protein_YaiY	yaiY	0	-
NC_000913.3	399828	400923	0|289|D-alanine--D-alanine_ligase_A	ddlA	0	-
NC_000913.3	401385	401646	0|290|Anti-adapter_protein_IraP	iraP	0	+
NC_000913.3	401746	403162	0|291|Alkaline_phosphatase	phoA	0	+
NC_000913.3	403280	403601	0|292|Phosphate_starvation-inducible_protein_PsiF	psiF	0	+
NC_000913.3	403702	404818	0|293|putative_diguanylate_cyclase_AdrA	adrA	0	+
NC_000913.3	404834	405644	0|294|Pyrroline-5-carboxylate_reductase	proC	0	-
NC_000913.3	406404	406929	0|295|Shikimate_kinase_2	aroL	0	+
NC_000913.3	409107	410085	0|296|Recombination-associated_protein_RdgC	rdgC	0	-
NC_000913.3	410143	411052	0|297|Fructokinase	mak	0	+
